variable;empresa;año;valor;tipo
%_renewable_energy;Santander;2019;0;cuantitativo
%_reduction_co2_2030;Santander;2019;0;cuantitativo
external_audit;Santander;2020;1;cualitativo
2030_commitment;Santander;2020;1;cualitativo
waste_management;Santander;2020;1;cualitativo
climate_strategy;Santander;2020;1;cualitativo
water_management;Santander;2020;0;cualitativo
recognized_env_standard;Santander;2020;1;cualitativo
energy_management;Santander;2020;1;cualitativo
descarbonization_strategy;Santander;2020;0;cualitativo
%_renewable_energy;Santander;2020;0;cuantitativo
%_reduction_co2_2030;Santander;2020;0;cuantitativo
external_audit;Santander;2021;0;cualitativo
2030_commitment;Santander;2021;1;cualitativo
waste_management;Santander;2021;1;cualitativo
climate_strategy;Santander;2021;1;cualitativo
water_management;Santander;2021;1;cualitativo
recognized_env_standard;Santander;2021;1;cualitativo
energy_management;Santander;2021;1;cualitativo
descarbonization_strategy;Santander;2021;0;cualitativo
%_renewable_energy;Santander;2021;0;cuantitativo
%_reduction_co2_2030;Santander;2021;0;cuantitativo
external_audit;Iberdrola;2021;1;cualitativo
2030_commitment;Iberdrola;2021;1;cualitativo
waste_management;Iberdrola;2021;1;cualitativo
biodiversity_commitment;Iberdrola;2021;1;cualitativo
climate_strategy;Iberdrola;2021;1;cualitativo
water_management;Iberdrola;2021;1;cualitativo
recognized_env_standard;Iberdrola;2021;1;cualitativo
energy_management;Iberdrola;2021;1;cualitativo
%_renewable_energy;Iberdrola;2021;0.68;cuantitativo
%_reduction_co2_2030;Iberdrola;2021;0.55;cuantitativo
external_audit;Iberdrola;2020;1;cualitativo
2030_commitment;Iberdrola;2020;1;cualitativo
waste_management;Iberdrola;2020;1;cualitativo
biodiversity_commitment;Iberdrola;2020;1;cualitativo
climate_strategy;Iberdrola;2020;1;cualitativo
water_management;Iberdrola;2020;1;cualitativo
recognized_env_standard;Iberdrola;2020;1;cualitativo
energy_management;Iberdrola;2020;1;cualitativo
%_renewable_energy;Iberdrola;2020;00.45;cuantitativo
%_reduction_co2_2030;Iberdrola;2020;;cuantitativo
external_audit;Iberdrola;2019;1;cualitativo
2030_commitment;Iberdrola;2019;1;cualitativo
waste_management;Iberdrola;2019;1;cualitativo
biodiversity_commitment;Iberdrola;2019;1;cualitativo
climate_strategy;Iberdrola;2019;1;cualitativo
water_management;Iberdrola;2019;1;cualitativo
recognized_env_standard;Iberdrola;2019;1;cualitativo
energy_management;Iberdrola;2019;1;cualitativo
%_renewable_energy;Iberdrola;2019;0;cuantitativo
%_reduction_co2_2030;Iberdrola;2019;0.45;cuantitativo
external_audit;Iberdrola;2018;1;cualitativo
2030_commitment;Iberdrola;2018;1;cualitativo
waste_management;Iberdrola;2018;1;cualitativo
biodiversity_commitment;Iberdrola;2018;1;cualitativo
climate_strategy;Iberdrola;2018;1;cualitativo
water_management;Iberdrola;2018;1;cualitativo
recognized_env_standard;Iberdrola;2018;1;cualitativo
energy_management;Iberdrola;2018;1;cualitativo
%_renewable_energy;Iberdrola;2018;0;cuantitativo
%_reduction_co2_2030;Iberdrola;2018;0.5;cuantitativo
external_audit;Iberdrola;2017;1;cualitativo
2030_commitment;Iberdrola;2017;1;cualitativo
waste_management;Iberdrola;2017;1;cualitativo
biodiversity_commitment;Iberdrola;2017;1;cualitativo
climate_strategy;Iberdrola;2017;1;cualitativo
water_management;Iberdrola;2017;1;cualitativo
recognized_env_standard;Iberdrola;2017;1;cualitativo
energy_management;Iberdrola;2017;1;cualitativo
%_renewable_energy;Iberdrola;2017;0;cuantitativo
%_reduction_co2_2030;Iberdrola;2017;0.5;cuantitativo
external_audit;Acciona;2021;1;cualitativo
2030_commitment;Acciona;2021;1;cualitativo
waste_management;Acciona;2021;1;cualitativo
biodiversity_commitment;Acciona;2021;1;cualitativo
climate_strategy;Acciona;2021;1;cualitativo
water_management;Acciona;2021;1;cualitativo
green_buildings;Acciona;2021;1;cualitativo
recognized_env_standard;Acciona;2021;1;cualitativo
energy_management;Acciona;2021;1;cualitativo
building_materials;Acciona;2021;1;cualitativo
resource_efficiency;Acciona;2021;1;cualitativo
%_renewable_energy;Acciona;2021;0.74;cuantitativo
%_reduction_co2_2030;Acciona;2021;0.6;cuantitativo
external_audit;Acciona;2020;1;cualitativo
2030_commitment;Acciona;2020;1;cualitativo
waste_management;Acciona;2020;1;cualitativo
biodiversity_commitment;Acciona;2020;1;cualitativo
climate_strategy;Acciona;2020;1;cualitativo
water_management;Acciona;2020;1;cualitativo
green_buildings;Acciona;2020;1;cualitativo
recognized_env_standard;Acciona;2020;1;cualitativo
energy_management;Acciona;2020;1;cualitativo
building_materials;Acciona;2020;1;cualitativo
resource_efficiency;Acciona;2020;1;cualitativo
%_renewable_energy;Acciona;2020;0.74;cuantitativo
%_reduction_co2_2030;Acciona;2020;0;cuantitativo
external_audit;Acciona;2019;1;cualitativo
2030_commitment;Acciona;2019;1;cualitativo
waste_management;Acciona;2019;1;cualitativo
biodiversity_commitment;Acciona;2019;1;cualitativo
climate_strategy;Acciona;2019;1;cualitativo
water_management;Acciona;2019;1;cualitativo
green_buildings;Acciona;2019;1;cualitativo
recognized_env_standard;Acciona;2019;1;cualitativo
energy_management;Acciona;2019;1;cualitativo
building_materials;Acciona;2019;1;cualitativo
resource_efficiency;Acciona;2019;1;cualitativo
%_renewable_energy;Acciona;2019;0.72;cuantitativo
%_reduction_co2_2030;Acciona;2019;0.2;cuantitativo
external_audit;Acciona;2018;1;cualitativo
2030_commitment;Acciona;2018;1;cualitativo
waste_management;Acciona;2018;1;cualitativo
biodiversity_commitment;Acciona;2018;1;cualitativo
climate_strategy;Acciona;2018;1;cualitativo
water_management;Acciona;2018;1;cualitativo
green_buildings;Acciona;2018;1;cualitativo
recognized_env_standard;Acciona;2018;1;cualitativo
energy_management;Acciona;2018;1;cualitativo
building_materials;Acciona;2018;1;cualitativo
resource_efficiency;Acciona;2018;1;cualitativo
%_renewable_energy;Acciona;2018;0.53;cuantitativo
%_reduction_co2_2030;Acciona;2018;0.16;cuantitativo
external_audit;Acciona;2017;1;cualitativo
2030_commitment;Acciona;2017;1;cualitativo
waste_management;Acciona;2017;1;cualitativo
biodiversity_commitment;Acciona;2017;1;cualitativo
climate_strategy;Acciona;2017;1;cualitativo
water_management;Acciona;2017;1;cualitativo
green_buildings;Acciona;2017;1;cualitativo
recognized_env_standard;Acciona;2017;1;cualitativo
energy_management;Acciona;2017;1;cualitativo
building_materials;Acciona;2017;1;cualitativo
resource_efficiency;Acciona;2017;1;cualitativo
%_renewable_energy;Acciona;2017;0.3;cuantitativo
%_reduction_co2_2030;Acciona;2017;0;cuantitativo
external_audit;ArcelorMittal;2021;1;cualitativo
2030_commitment;ArcelorMittal;2021;1;cualitativo
waste_management;ArcelorMittal;2021;1;cualitativo
biodiversity_commitment;ArcelorMittal;2021;1;cualitativo
climate_strategy;ArcelorMittal;2021;1;cualitativo
water_management;ArcelorMittal;2021;1;cualitativo
recognized_env_standard;ArcelorMittal;2021;1;cualitativo
energy_management;ArcelorMittal;2021;1;cualitativo
ard_management;ArcelorMittal;2021;0;cualitativo
%_renewable_energy;ArcelorMittal;2021;0;cuantitativo
%_water_recyled;ArcelorMittal;2021;0;cuantitativo
%_reduction_co2_2030;ArcelorMittal;2021;0.25;cuantitativo
external_audit;ArcelorMittal;2020;1;cualitativo
2030_commitment;ArcelorMittal;2020;1;cualitativo
waste_management;ArcelorMittal;2020;1;cualitativo
biodiversity_commitment;ArcelorMittal;2020;1;cualitativo
climate_strategy;ArcelorMittal;2020;1;cualitativo
water_management;ArcelorMittal;2020;1;cualitativo
recognized_env_standard;ArcelorMittal;2020;1;cualitativo
energy_management;ArcelorMittal;2020;1;cualitativo
ard_management;ArcelorMittal;2020;0;cualitativo
%_renewable_energy;ArcelorMittal;2020;0;cuantitativo
%_water_recyled;ArcelorMittal;2020;0;cuantitativo
%_reduction_co2_2030;ArcelorMittal;2020;0.3;cuantitativo
external_audit;ArcelorMittal;2019;1;cualitativo
2030_commitment;ArcelorMittal;2019;1;cualitativo
waste_management;ArcelorMittal;2019;1;cualitativo
biodiversity_commitment;ArcelorMittal;2019;1;cualitativo
climate_strategy;ArcelorMittal;2019;1;cualitativo
water_management;ArcelorMittal;2019;1;cualitativo
recognized_env_standard;ArcelorMittal;2019;0;cualitativo
energy_management;ArcelorMittal;2019;1;cualitativo
ard_management;ArcelorMittal;2019;0;cualitativo
%_renewable_energy;ArcelorMittal;2019;0;cuantitativo
%_water_recyled;ArcelorMittal;2019;0;cuantitativo
%_reduction_co2_2030;ArcelorMittal;2019;0.3;cuantitativo
external_audit;ArcelorMittal;2018;1;cualitativo
2030_commitment;ArcelorMittal;2018;0;cualitativo
waste_management;ArcelorMittal;2018;1;cualitativo
biodiversity_commitment;ArcelorMittal;2018;1;cualitativo
climate_strategy;ArcelorMittal;2018;0;cualitativo
water_management;ArcelorMittal;2018;1;cualitativo
recognized_env_standard;ArcelorMittal;2018;0;cualitativo
energy_management;ArcelorMittal;2018;1;cualitativo
ard_management;ArcelorMittal;2018;0;cualitativo
%_renewable_energy;ArcelorMittal;2018;0;cuantitativo
%_water_recyled;ArcelorMittal;2018;0;cuantitativo
%_reduction_co2_2030;ArcelorMittal;2018;0;cuantitativo
external_audit;ArcelorMittal;2017;1;cualitativo
2030_commitment;ArcelorMittal;2017;0;cualitativo
waste_management;ArcelorMittal;2017;1;cualitativo
biodiversity_commitment;ArcelorMittal;2017;1;cualitativo
climate_strategy;ArcelorMittal;2017;0;cualitativo
water_management;ArcelorMittal;2017;1;cualitativo
recognized_env_standard;ArcelorMittal;2017;1;cualitativo
energy_management;ArcelorMittal;2017;1;cualitativo
ard_management;ArcelorMittal;2017;1;cualitativo
%_renewable_energy;ArcelorMittal;2017;0.02;cuantitativo
%_water_recyled;ArcelorMittal;2017;0;cuantitativo
%_reduction_co2_2030;ArcelorMittal;2017;0;cuantitativo
external_audit;Mapfre;2021;0;cualitativo
2030_commitment;Mapfre;2021;1;cualitativo
waste_management;Mapfre;2021;1;cualitativo
climate_strategy;Mapfre;2021;1;cualitativo
water_management;Mapfre;2021;1;cualitativo
recognized_env_standard;Mapfre;2021;1;cualitativo
energy_management;Mapfre;2021;1;cualitativo
descarbonization_strategy;Mapfre;2021;1;cualitativo
%_renewable_energy;Mapfre;2021;0.47;cuantitativo
%_reduction_co2_2030;Mapfre;2021;0;cuantitativo
external_audit;Mapfre;2020;0;cualitativo
2030_commitment;Mapfre;2020;1;cualitativo
waste_management;Mapfre;2020;1;cualitativo
climate_strategy;Mapfre;2020;1;cualitativo
water_management;Mapfre;2020;1;cualitativo
recognized_env_standard;Mapfre;2020;1;cualitativo
energy_management;Mapfre;2020;1;cualitativo
descarbonization_strategy;Mapfre;2020;1;cualitativo
%_renewable_energy;Mapfre;2020;0.47;cuantitativo
%_reduction_co2_2030;Mapfre;2020;0;cuantitativo
external_audit;Mapfre;2019;0;cualitativo
2030_commitment;Mapfre;2019;1;cualitativo
waste_management;Mapfre;2019;1;cualitativo
climate_strategy;Mapfre;2019;1;cualitativo
water_management;Mapfre;2019;1;cualitativo
recognized_env_standard;Mapfre;2019;1;cualitativo
energy_management;Mapfre;2019;1;cualitativo
descarbonization_strategy;Mapfre;2019;1;cualitativo
%_renewable_energy;Mapfre;2019;0.44;cuantitativo
%_reduction_co2_2030;Mapfre;2019;0;cuantitativo
external_audit;Mapfre;2018;0;cualitativo
2030_commitment;Mapfre;2018;1;cualitativo
waste_management;Mapfre;2018;1;cualitativo
climate_strategy;Mapfre;2018;1;cualitativo
water_management;Mapfre;2018;1;cualitativo
recognized_env_standard;Mapfre;2018;1;cualitativo
energy_management;Mapfre;2018;1;cualitativo
descarbonization_strategy;Mapfre;2018;1;cualitativo
%_renewable_energy;Mapfre;2018;0.5;cuantitativo
%_reduction_co2_2030;Mapfre;2018;0;cuantitativo
external_audit;Mapfre;2017;0;cualitativo
2030_commitment;Mapfre;2017;1;cualitativo
waste_management;Mapfre;2017;1;cualitativo
climate_strategy;Mapfre;2017;0;cualitativo
water_management;Mapfre;2017;0;cualitativo
recognized_env_standard;Mapfre;2017;1;cualitativo
energy_management;Mapfre;2017;1;cualitativo
descarbonization_strategy;Mapfre;2017;1;cualitativo
%_renewable_energy;Mapfre;2017;0.54;cuantitativo
%_reduction_co2_2030;Mapfre;2017;0;cuantitativo
external_audit;Telefonica;2021;1;cualitativo
2030_commitment;Telefonica;2021;1;cualitativo
waste_management;Telefonica;2021;1;cualitativo
climate_strategy;Telefonica;2021;1;cualitativo
water_management;Telefonica;2021;1;cualitativo
recognized_env_standard;Telefonica;2021;1;cualitativo
energy_management;Telefonica;2021;1;cualitativo
biodiversity_commitment;Telefonica;2021;1;cualitativo
%_renewable_energy;Telefonica;2021;0.79;cuantitativo
%_reduction_co2_2030;Telefonica;2021;0.8;cuantitativo
external_audit;Telefonica;2020;1;cualitativo
2030_commitment;Telefonica;2020;1;cualitativo
waste_management;Telefonica;2020;1;cualitativo
climate_strategy;Telefonica;2020;1;cualitativo
water_management;Telefonica;2020;1;cualitativo
recognized_env_standard;Telefonica;2020;1;cualitativo
energy_management;Telefonica;2020;1;cualitativo
biodiversity_commitment;Telefonica;2020;1;cualitativo
%_renewable_energy;Telefonica;2020;0.87;cuantitativo
%_reduction_co2_2030;Telefonica;2020;0;cuantitativo
external_audit;Telefonica;2019;1;cualitativo
2030_commitment;Telefonica;2019;1;cualitativo
waste_management;Telefonica;2019;1;cualitativo
climate_strategy;Telefonica;2019;1;cualitativo
water_management;Telefonica;2019;1;cualitativo
recognized_env_standard;Telefonica;2019;1;cualitativo
energy_management;Telefonica;2019;1;cualitativo
biodiversity_commitment;Telefonica;2019;1;cualitativo
%_renewable_energy;Telefonica;2019;0.66;cuantitativo
%_reduction_co2_2030;Telefonica;2019;0.7;cuantitativo
external_audit;Telefonica;2018;1;cualitativo
2030_commitment;Telefonica;2018;1;cualitativo
waste_management;Telefonica;2018;1;cualitativo
climate_strategy;Telefonica;2018;1;cualitativo
water_management;Telefonica;2018;1;cualitativo
recognized_env_standard;Telefonica;2018;1;cualitativo
energy_management;Telefonica;2018;1;cualitativo
biodiversity_commitment;Telefonica;2018;1;cualitativo
%_renewable_energy;Telefonica;2018;0.47;cuantitativo
%_reduction_co2_2030;Telefonica;2018;0.5;cuantitativo
external_audit;Telefonica;2017;1;cualitativo
2030_commitment;Telefonica;2017;1;cualitativo
waste_management;Telefonica;2017;1;cualitativo
climate_strategy;Telefonica;2017;1;cualitativo
water_management;Telefonica;2017;1;cualitativo
recognized_env_standard;Telefonica;2017;1;cualitativo
energy_management;Telefonica;2017;1;cualitativo
biodiversity_commitment;Telefonica;2017;1;cualitativo
%_renewable_energy;Telefonica;2017;0.46;cuantitativo
%_reduction_co2_2030;Telefonica;2017;0.5;cuantitativo
external_audit;Colonial;2021;1;cualitativo
2030_commitment;Colonial;2021;1;cualitativo
waste_management;Colonial;2021;1;cualitativo
biodiversity_commitment;Colonial;2021;1;cualitativo
climate_strategy;Colonial;2021;1;cualitativo
water_management;Colonial;2021;1;cualitativo
green_buildings;Colonial;2021;1;cualitativo
recognized_env_standard;Colonial;2021;0;cualitativo
energy_management;Colonial;2021;1;cualitativo
building_materials;Colonial;2021;1;cualitativo
resource_efficiency;Colonial;2021;1;cualitativo
%_renewable_energy;Colonial;2021;0;cuantitativo
%_reduction_co2_2030;Colonial;2021;0.75;cuantitativo
external_audit;Colonial;2020;1;cualitativo
2030_commitment;Colonial;2020;1;cualitativo
waste_management;Colonial;2020;1;cualitativo
biodiversity_commitment;Colonial;2020;1;cualitativo
climate_strategy;Colonial;2020;1;cualitativo
water_management;Colonial;2020;1;cualitativo
green_buildings;Colonial;2020;1;cualitativo
recognized_env_standard;Colonial;2020;0;cualitativo
energy_management;Colonial;2020;1;cualitativo
building_materials;Colonial;2020;1;cualitativo
resource_efficiency;Colonial;2020;1;cualitativo
%_renewable_energy;Colonial;2020;0;cuantitativo
%_reduction_co2_2030;Colonial;2020;0.75;cuantitativo
external_audit;Colonial;2019;1;cualitativo
2030_commitment;Colonial;2019;1;cualitativo
waste_management;Colonial;2019;1;cualitativo
biodiversity_commitment;Colonial;2019;1;cualitativo
climate_strategy;Colonial;2019;1;cualitativo
water_management;Colonial;2019;1;cualitativo
green_buildings;Colonial;2019;1;cualitativo
recognized_env_standard;Colonial;2019;0;cualitativo
energy_management;Colonial;2019;1;cualitativo
building_materials;Colonial;2019;1;cualitativo
resource_efficiency;Colonial;2019;1;cualitativo
%_renewable_energy;Colonial;2019;0;cuantitativo
%_reduction_co2_2030;Colonial;2019;0.75;cuantitativo
external_audit;Colonial;2018;0;cualitativo
2030_commitment;Colonial;2018;1;cualitativo
waste_management;Colonial;2018;1;cualitativo
biodiversity_commitment;Colonial;2018;1;cualitativo
climate_strategy;Colonial;2018;1;cualitativo
water_management;Colonial;2018;1;cualitativo
green_buildings;Colonial;2018;1;cualitativo
recognized_env_standard;Colonial;2018;0;cualitativo
energy_management;Colonial;2018;1;cualitativo
building_materials;Colonial;2018;1;cualitativo
resource_efficiency;Colonial;2018;1;cualitativo
%_renewable_energy;Colonial;2018;0;cuantitativo
%_reduction_co2_2030;Colonial;2018;;cuantitativo
external_audit;Colonial;2017;0;cualitativo
2030_commitment;Colonial;2017;1;cualitativo
waste_management;Colonial;2017;0;cualitativo
biodiversity_commitment;Colonial;2017;0;cualitativo
climate_strategy;Colonial;2017;1;cualitativo
water_management;Colonial;2017;1;cualitativo
green_buildings;Colonial;2017;1;cualitativo
recognized_env_standard;Colonial;2017;0;cualitativo
energy_management;Colonial;2017;1;cualitativo
building_materials;Colonial;2017;1;cualitativo
resource_efficiency;Colonial;2017;1;cualitativo
%_renewable_energy;Colonial;2017;0;cuantitativo
%_reduction_co2_2030;Colonial;2017;0;cuantitativo
external_audit;Inditex;2021;1;cualitativo
2030_commitment;Inditex;2021;1;cualitativo
waste_management;Inditex;2021;1;cualitativo
biodiversity_commitment;Inditex;2021;1;cualitativo
climate_strategy;Inditex;2021;1;cualitativo
water_management;Inditex;2021;1;cualitativo
circular_economy;Inditex;2021;1;
recognized_env_standard;Inditex;2021;1;cualitativo
energy_management;Inditex;2021;1;cualitativo
packaging;Inditex;2021;1;cualitativo
product_stewardship;Inditex;2021;1;cualitativo
circular_fashion;Inditex;2021;1;cualitativo
%_renewable_energy;Inditex;2021;0.91;cuantitativo
%_waste_recycled;Inditex;2021;0;cuantitativo
%_waste_haz_recycled;Inditex;2021;0;cuantitativo
%_waste_nohaz_recycled;Inditex;2021;0;cuantitativo
%_reduction_co2_2030;Inditex;2021;0.9;cuantitativo
external_audit;Inditex;2020;1;cualitativo
2030_commitment;Inditex;2020;1;cualitativo
waste_management;Inditex;2020;1;cualitativo
biodiversity_commitment;Inditex;2020;1;cualitativo
climate_strategy;Inditex;2020;1;cualitativo
water_management;Inditex;2020;1;cualitativo
circular_economy;Inditex;2020;1;
recognized_env_standard;Inditex;2020;1;cualitativo
energy_management;Inditex;2020;1;cualitativo
packaging;Inditex;2020;1;cualitativo
product_stewardship;Inditex;2020;1;cualitativo
circular_fashion;Inditex;2020;1;cualitativo
%_renewable_energy;Inditex;2020;0.81;cuantitativo
%_waste_recycled;Inditex;2020;0;cuantitativo
%_waste_haz_recycled;Inditex;2020;0.82;cuantitativo
%_waste_nohaz_recycled;Inditex;2020;0;cuantitativo
%_reduction_co2_2030;Inditex;2020;0.9;cuantitativo
external_audit;Inditex;2019;1;cualitativo
2030_commitment;Inditex;2019;1;cualitativo
waste_management;Inditex;2019;1;cualitativo
biodiversity_commitment;Inditex;2019;1;cualitativo
climate_strategy;Inditex;2019;1;cualitativo
water_management;Inditex;2019;1;cualitativo
circular_economy;Inditex;2019;1;
recognized_env_standard;Inditex;2019;1;cualitativo
energy_management;Inditex;2019;1;cualitativo
packaging;Inditex;2019;1;cualitativo
product_stewardship;Inditex;2019;1;cualitativo
circular_fashion;Inditex;2019;1;cualitativo
%_renewable_energy;Inditex;2019;0.63;cuantitativo
%_waste_recycled;Inditex;2019;0;cuantitativo
%_waste_haz_recycled;Inditex;2019;0.93;cuantitativo
%_waste_nohaz_recycled;Inditex;2019;0;cuantitativo
%_reduction_co2_2030;Inditex;2019;0.3;cuantitativo
external_audit;Inditex;2018;1;cualitativo
2030_commitment;Inditex;2018;1;cualitativo
waste_management;Inditex;2018;1;cualitativo
biodiversity_commitment;Inditex;2018;1;cualitativo
climate_strategy;Inditex;2018;0;cualitativo
water_management;Inditex;2018;1;cualitativo
circular_economy;Inditex;2018;1;
recognized_env_standard;Inditex;2018;1;cualitativo
energy_management;Inditex;2018;1;cualitativo
packaging;Inditex;2018;1;cualitativo
product_stewardship;Inditex;2018;1;cualitativo
circular_fashion;Inditex;2018;1;cualitativo
%_renewable_energy;Inditex;2018;0.44;cuantitativo
%_waste_recycled;Inditex;2018;0;cuantitativo
%_waste_haz_recycled;Inditex;2018;0.83;cuantitativo
%_waste_nohaz_recycled;Inditex;2018;0;cuantitativo
%_reduction_co2_2030;Inditex;2018;0.3;cuantitativo
external_audit;Inditex;2017;1;cualitativo
2030_commitment;Inditex;2017;1;cualitativo
waste_management;Inditex;2017;1;cualitativo
biodiversity_commitment;Inditex;2017;1;cualitativo
climate_strategy;Inditex;2017;0;cualitativo
water_management;Inditex;2017;1;cualitativo
circular_economy;Inditex;2017;1;
recognized_env_standard;Inditex;2017;1;cualitativo
energy_management;Inditex;2017;1;cualitativo
packaging;Inditex;2017;1;cualitativo
product_stewardship;Inditex;2017;1;cualitativo
circular_fashion;Inditex;2017;1;cualitativo
%_renewable_energy;Inditex;2017;0.45;cuantitativo
%_waste_recycled;Inditex;2017;0;cuantitativo
%_waste_haz_recycled;Inditex;2017;0.8;cuantitativo
%_waste_nohaz_recycled;Inditex;2017;0;cuantitativo
%_reduction_co2_2030;Inditex;2017;0;cuantitativo
